name	sources	files	one_liner	layer	scope	vertical	status	traction	priority
Triomics	YC W21	yc-2021-22.md	AI agents for oncology EHRs	L3	vertical	healthcare	active	$54.2M raised	high
Trope	YC S26	yc-2026.md	Agent-native ERP implementation	L3	vertical	finance	active	none visible	high
TruEra	Menlo;Madrona	vc-us-b.md;vc-us-c.md	AI observability and LLM evaluation	L1	horizontal	general	acquired	Acquired by Snowflake 2024; Menlo investor	normal
Truewind	seed:L3;YC W23	kp-vertical-b.md;yc-2023.md	AI bookkeeping and finance agents for startups	L3	vertical	finance/accounting	active	none visible	normal
truffle	YC S26	yc-2026.md	AI-native back office for restaurants	L3	vertical	restaurants	active	none visible	high
Truffle AI	YC W25	yc-2025.md	Computer-use cloud infrastructure, AWS for AI agents	L1	horizontal	general	active	none visible	high
Trullion	ext:L3	kp-vertical-b.md	AI automating lease accounting and audit workflows	L3	vertical	finance/accounting	active	$30M raised (2022-23)	high
Trunk Tools	seed:L3;Insight	kp-vertical-b.md;vc-us-b.md	AI agents automating construction workflows from documents	L3	vertical	construction	active	$40M Series B led by Insight (Jul 2025)	high
Truth Systems	YC S25	yc-2025.md	Real-time governance agents blocking risky AI behavior	L1	horizontal	general	active	none visible	high
Truva	YC S22	yc-2021-22.md	AI agents handling B2B sales busywork	L3	vertical	GTM and sales	acquired	team 23	normal
Tusk	YC W24	yc-2024.md	AI agent that generates unit and integration tests	L3	vertical	software engineering	active	$130K Seed	high
Twilio AI Assistants	ext:L5	kp-suites.md	Voice and messaging agent building on Twilio	L5	vertical	customer service	active	none visible	normal
Twin	seed:X	kp-infra.md	No-code computer-use agents that operate browsers (Paris)	X	horizontal	general	active	$13M raised	normal
Twin A1	ext:L3	kp-vertical-b.md	Digital AI twins for lawyers	L3	vertical	legal	active	$20M seed; Linklaters, Orrick, Dechert signed (Aug 2026)	high
Twine	YC S23	yc-2023.md	AI text-message receptionist booking services	X	vertical	home services	active	none visible	normal
Two Dots	YC S22	yc-2021-22.md	AI fraud prevention and underwriting agent	L3	vertical	fintech	active	team 18	normal
UiPath Agentic Automation	ext:L5	kp-suites.md	RPA suite repositioned around agents and Agent Builder	L5	horizontal	general	active	Merck, One NZ, The Very Group wins	high
UKG AI Agents	ext:L5	kp-suites.md	Payroll and HR agents in UKG suites	L5	vertical	HR	active	UKG base of 80,000 organizations; uptake undisclosed	normal
Undermind	YC S24	yc-2024.md	An AI agent for scientific research	L3	vertical	scientific research	active	none visible	high
Unframe AI	Bessemer	vc-us-b.md	Turnkey outcome-based custom AI agents for enterprises	L2	horizontal	general	active	$100M TCV in 12 months; $50M Ser B 2026	high
Unify	seed:L3;Battery	kp-vertical-b.md;vc-us-b.md	Warm outbound platform with AI prospecting agents	L3	vertical	GTM/sales	active	$40M Series B (Jul 2025)	high
UnifyApps	Elevation	vc-in.md	Enterprise AI agents on unified app integration platform	L2	horizontal	general	active	$20M Series A 2024	high
Uniphore	ext:L3	kp-vertical-a.md	AI agents for enterprise contact centers	L3	vertical	customer service	active	$260M Series F from NVIDIA and AMD (2025)	high
Unique	ext:L3	kp-vertical-b.md	AI platform for wealth management	L3	vertical	finance/accounting	active	reported $30M Series A	normal
Unit21	seed:L3	kp-vertical-b.md	Agentic AI for fraud and AML case management	L3	vertical	finance/accounting	active	$34M Series B (2022); quiet since	normal
Unitary	Plural	vc-eu.md	Blended AI agent and human teams for high-volume operations	L3	vertical	customer service	active	$15M Series A, 2023	normal
Uniti	ext:L3	kp-vertical-b.md	Agentic AI layer for real estate operators	L3	vertical	real estate	active	$12M Series A (Jul 2026)	normal
unSurvey	YC W21	yc-2021-22.md	AI-led market research interviews with instant insights	L3	vertical	market research	acquired	acquired	normal
Unthread	YC S22	yc-2021-22.md	agentic IT, HR, and CX service management in Slack	L3	vertical	IT	active	$3M Aug 2024	normal
Uplane	YC F25	yc-2025.md	Replaces marketing agencies with autonomous AI campaigns	L3	vertical	marketing	active	none visible	high
Uplinq	ext:L3	kp-vertical-b.md	AI-powered bookkeeping automation	L3	vertical	finance/accounting	active	$10M Series A (May 2025)	normal
Validio	Plural	vc-eu.md	Agentic data management automating observability and quality	L1	horizontal	general	active	$30M Series A led by Plural, Mar 2026	high
VantedgeAI	YC W22	yc-2021-22.md	agent marketplace scaling investing workflows	L3	vertical	finance	active	team 11	normal
Vantel	YC W25	yc-2025.md	AI platform automating policy comparison for insurance brokerages	L3	vertical	insurance	active	none visible	high
Vapi	seed:X;Bessemer;YC W21	kp-infra.md;vc-us-b.md;yc-2021-22.md	Voice AI platform for enterprise phone agents	X	horizontal	general	active	$50M Series B at $500M (2026); 1B calls	high
Varos	YC S21	yc-2021-22.md	AI business analysts gathering requirements and optimizing processes	L3	horizontal	general	active	none visible	normal
VectorShift	YC S23	yc-2023.md	No-code platform for AI assistants and automations	L2	horizontal	general	active	$3M seed	normal
Veeva AI Agents	ext:L5	kp-suites.md	Life-sciences agents for Vault CRM and PromoMats	L5	vertical	life sciences	active	available December 2025; uptake undisclosed	normal
Vellum	seed:L2	kp-platforms.md	Platform for developing, testing, and deploying LLM applications and agents	L2	horizontal	general	active	$20M Series A Jul 2025	high
Venta AI	YC S23	yc-2023.md	AI sales employee for compliant EU outreach	L3	vertical	sales	active	none visible	normal
Venu AI	YC W21	yc-2021-22.md	automates conference production to meet qualified sales leads	L3	vertical	GTM and sales	active	$125K raised	normal
Vercel AI SDK	seed:L2	kp-platforms.md	TypeScript SDK with agent abstractions for AI applications	L2	horizontal	general	active	v5 with agent abstractions; major TS ecosystem adoption	high
Verdant	YC S26	yc-2026.md	AI-native planning and permitting for local gov	L3	vertical	government	active	none visible	high
Veria Labs	YC F25	yc-2025.md	Continuous AI pentesting agents finding and fixing vulnerabilities	L3	vertical	security	active	none visible	high
Verint Da Vinci Agents	ext:L5	kp-suites.md	CX automation bots evolving into Da Vinci agents	L5	vertical	customer service	active	none visible	normal
Vestris	YC S26	yc-2026.md	AI native platform for real estate closings	L3	vertical	real estate	active	none visible	high
Vetnio	YC W25	yc-2025.md	AI automating administrative work for veterinary practices	L3	vertical	healthcare	active	none visible	high
Vibe	YC S24	yc-2024.md	Making everyone a software engineer	L3	vertical	software engineering	active	none visible	high
Vibe Kanban	YC S21	yc-2021-22.md	planning and review platform for AI coding agents	L2	horizontal	general	active	open source	normal
Vibrant Labs	YC W24	yc-2024.md	RL environments for long horizon AI Agents	L1	horizontal	general	active	$2.5 Mn pre-seed funding; Heavybit portfolio	high
Vic.ai	seed:L3	kp-vertical-b.md	Autonomous accounts payable and invoice processing	L3	vertical	finance/accounting	active	no 2025-26 news surfaced	normal
Viktor	Accel	vc-us-a.md	AI coworker for teams that performs tasks across 3,000+ workplace tools	L3	vertical	general	active	$15 million revenue run rate, 2,000+ organizations	high
Vivun	gtm:sol	gtm-carry.md	Presales workflow veteran pivoted to AI teammates on a Sales Reasoning Model	L3	vertical	GTM/sales	pivoted	Hero and Ava teammates shipped	normal
Vocode	YC W23	yc-2023.md	Open-source platform for building voice agents	X	horizontal	general	active	none visible	normal
Vogent	YC S21	yc-2021-22.md	platform for building voice AI agents	X	horizontal	general	acquired	$2M seed 2022	normal
Voiceflow	seed:L2	kp-platforms.md	Collaborative platform for designing and deploying chat and voice agents	L2	horizontal	general	active	~$38M raised through 2024; Voiceflow Core model Jul 2026	normal
Voicepanel	YC W24	yc-2024.md	AI agents for customer research	L3	vertical	market research	active	Raised $2.4M	high
Voker	YC S24	yc-2024.md	Analytics for AI Agents	L1	horizontal	general	active	$2.2M pre-seed	high
Vooma	seed:L3	kp-vertical-b.md	AI agents for freight quoting and shipment workflows	L3	vertical	logistics	active	$16.6M seed and Series A (Dec 2024)	normal
VortexifyAI	YC F24	yc-2024.md	Build AI applications and automations for supply chain operations	L2	vertical	logistics	active	none visible	high
VoxOps	YC W24	yc-2024.md	AI Voice AI for Automotive	X	vertical	automotive	active	none visible	high
Vultron	gtm:rfp	gtm-carry.md	Agentic operating system for federal growth: capture intelligence and proposal automation	L3	vertical	GTM/sales	active	none visible	normal
Warp	ext:L3	kp-vertical-a.md	Agentic AI terminal and development environment	L3	vertical	software engineering	active	Repositioned as agentic dev environment (2025)	normal
Wattson Health	YC S23	yc-2023.md	AI voice and SMS agents for healthcare tasks	X	vertical	healthcare	active	none visible	normal
Weekday	YC W21	yc-2021-22.md	AI recruiter running outbound sourcing campaigns	L3	vertical	HR and recruiting	active	$2.3M raised	normal
WeReno	YC W22	yc-2021-22.md	AI owner's representative for construction and renovations	L3	vertical	construction	active	none visible	normal
WhyLabs	Madrona	vc-us-c.md	AI observability platform	L1	horizontal	general	active	$10M Ser A, Madrona-led seed	normal
Wideframe	YC W26	yc-2026.md	AI coworker for video editors to ship video faster	L3	vertical	video production	active	none visible	high
Windmill	YC S22	yc-2021-22.md	open-source workflow engine turned agent infrastructure	L1	horizontal	general	active	open source	normal
Windsurf	General Catalyst	vc-us-b.md	Agentic AI code editor and enterprise coding platform	L3	vertical	software engineering	acquired	$150M Ser C 2025 GC-led; acquired by Cognition 2025	high
winfunc	YC S24	yc-2024.md	ai-native security engineering for mission critical codebases	L3	vertical	software engineering	active	none visible	high
Wipro	seed:L4	kp-infra.md	Indian SI with agentic AI delivery platform	L4	horizontal	general	active	WEGA agentic platform	high
WisdomAI	Coatue	vc-us-b.md	Agentic data insights platform	L2	horizontal	general	active	$23M launch 2025, Coatue-backed	normal
Wisedocs	ext:L3	kp-vertical-b.md	AI reviewing medical records for claims	L3	vertical	insurance	active	CAD 12.7M Series A (2024)	normal
WizCommerce	Peak XV, Z47, Blume	vc-in.md	AI sales enablement platform for B2B wholesale and distribution	L3	vertical	GTM/sales	active	$8M Series A led by Peak XV 2025	normal
Wolfia	YC S22	yc-2021-22.md	AI agent answering security, legal, and sales questions	L3	horizontal	general	active	$1M raised	normal
Wolters Kluwer AI Agents	ext:L5	kp-suites.md	Tax and accounting agents embedded in CCH Axcess	L5	vertical	tax and accounting	active	OpenAI collaboration expanded June 2026	normal
Wonderful	Index, Insight, Bessemer;IVP	vc-us-b.md;vc-us-c.md	Localized enterprise AI agents across voice, chat, and email	L3	vertical	customer service	active	$100M Ser A 2025; $150M Ser B 2026; 30 markets	high
Wordware	seed:L2;YC S24	kp-platforms.md;yc-2024.md	Prompt-as-programming IDE for building and shipping AI agents	L2	horizontal	general	active	$30M seed 2024	high
Workato Agents	ext:L5	kp-suites.md	Enterprise agents built in Workato Agent Studio	L5	horizontal	general	active	none visible	normal
Workday Illuminate	seed:L5	kp-suites.md	AI agents for HR and finance with a low-code builder	L5	horizontal	general	active	none visible	normal
Workflow86	YC W22	yc-2021-22.md	agentic workflows for long-running business operations	L2	horizontal	general	active	none visible	normal
Workgrid	seed:L3	kp-vertical-a.md	AI assistants for employee communications and workflows	L3	vertical	employee service	active	Liberty Mutual spin-out; no funding visible	normal
Workiva	seed:L3	kp-vertical-b.md	Compliance reporting suite shipping AI agents	L5	vertical	finance/accounting	active	public company; agentic AI across platform	high
Writer	gtm:kb;seed:L2;Radical Ventures;ICONIQ	gtm-carry.md;kp-platforms.md;vc-ai.md;vc-us-c.md	Full-stack enterprise genAI with Palmyra models, Knowledge Graph, Agent Builder	L2	horizontal	general	active	300+ enterprise customers	high
XBOW	Northzone	vc-eu.md	Autonomous AI pentesting agent for offensive security testing	L3	vertical	security	active	$120M Series C co-led by Northzone, Mar 2026	high
Xelix	Insight	vc-us-b.md	Agentic AI for accounts payable and finance controls	L3	vertical	finance	active	$160M Ser B 2025, Insight-backed	high
Xero JAX	ext:L5	kp-suites.md	Agentic AI assistant for small-business accounting	L5	vertical	accounting	active	Xero base about 5M subscribers; uptake undisclosed	normal
Yellow.ai	ext:L2;ext:L3;Lightspeed	kp-platforms.md;kp-vertical-a.md;vc-in.md	Enterprise agentic AI and conversational automation platform	L2	horizontal	general	active	SPAC listing at ~$550M announced Aug 2026	high
You.com	Radical Ventures	vc-ai.md	Enterprise deep research agent ARI	L3	vertical	research	active	ARI Enterprise launched 2025	normal
Yuma	ext:L3;YC W23	kp-vertical-a.md;yc-2023.md	AI support agents for Shopify merchants	L3	vertical	customer service (ecommerce)	active	none visible	high
Zag	YC F25	yc-2025.md	AI review agents for pull requests	L3	vertical	software engineering	active	none visible	high
Zalos	ext:L3;YC F25	kp-vertical-b.md;yc-2025.md	Computer agents operating finance systems for reconciliation	L3	vertical	finance/accounting	active	$3.6M raised (Mar 2026)	high
Zania	NEA	vc-us-b.md	AI agents for enterprise risk and compliance	L3	vertical	compliance	active	$18M Ser A 2025 led by NEA	normal
Zapier Agents	seed:L2;ext:L5	kp-platforms.md;kp-suites.md	Automation platform whose Agents product builds AI teammates across apps	L2	horizontal	general	active	Zapier Agents; 8000+ integrations; millions of users	high
Zarna	YC F25	yc-2025.md	AI associates automating diligence workflows for private markets	L3	vertical	finance	active	none visible	high
Zaro	Cherry Ventures	vc-eu.md	Shared memory and context layer for AI agents	L1	horizontal	general	active	£3.8M pre-seed, Jun 2026	normal
Zauber	Point Nine Capital	vc-eu.md	AI agents automating sea and air freight operations	L3	vertical	logistics	active	none visible	normal
Zaz OS	YC S21	yc-2021-22.md	AI-native platform for building internal apps and agents	L2	horizontal	general	active	none visible	normal
Zefir	ext:L3	kp-vertical-b.md	AI agents for European real estate	L3	vertical	real estate	active	EUR 15M Series B (Sep 2025)	normal
Zendesk AI Agents	ext:L5;seed:L3	kp-suites.md;kp-vertical-a.md	Autonomous customer-service agents on the Resolution Platform	L5	vertical	customer service	active	Qantas Loyalty, Serko deployments	high
Zenity	seed:L1	kp-infra.md	Security and governance for AI agents and copilots	L1	horizontal	general	active	$125M Series C (Aug 2026); $180M total	high
