name	sources	files	one_liner	layer	scope	vertical	status	traction	priority	profile_depth	wiki_slug	task_horizon	pricing_model
Tolmo	Accel	vc-us-a.md	AI security agents with production context	L3	vertical	security	active	none visible	normal			unknown	unknown
Toma	YC W24	yc-2024.md	AI for Underserved Industries	X	vertical	automotive	active	funding from a16z	high	base	toma	multi-step	unknown
Tomorro	ext:L3	kp-vertical-b.md	AI contract management and automation	L3	vertical	legal	active	EUR 25M Series B (Mar 2025)	normal			unknown	unknown
ToolHive	ext:L1	kp-infra.md	Open-source MCP server management and security	L1	horizontal	general	active	Active OSS; enterprise MCP management	normal			unknown	unknown
Topo	YC W24	yc-2024.md	AI Agents for outbound working by your side	L3	vertical	GTM/sales	active	none visible	high	base	topo	unknown	unknown
Tracecat	YC W24	yc-2024.md	All-in-one AI automation platform for security and IT teams	L2	vertical	security	active	none visible	high	base	tracecat	unknown	unknown
TrackChain	YC S21	yc-2021-22.md	AI workforce for freight dispatch	L3	vertical	logistics	active	renamed Tiriel AI	normal			unknown	unknown
TrainLoop	YC W25	yc-2025.md	RL fine-tuning platform for LLM reasoning on business tasks	L1	horizontal	general	active	none visible	high	base	trainloop	long-horizon	unknown
Traversal	ext:L3	kp-vertical-a.md	AI agents for incident response and operations	L3	vertical	IT ops (SRE)	active	$48M raised; Amex partnership (2026)	high	deep	traversal	multi-step	unknown
Trelium	YC F25	yc-2025.md	The agent that builds your agents from plain English	L2	horizontal	general	active	none visible	high	base	trelium	unknown	unknown
Trellis AI	YC W24	yc-2024.md	AI for streamlining healthcare paperwork	L3	vertical	healthcare	active	none visible	high	base	trellis-ai	multi-step	unknown
Tribble	gtm:rfp;seed:L3	gtm-carry.md;kp-vertical-b.md	Governed AI knowledge base automating RFPs, DDQs, questionnaires with sourced answers	L3	vertical	GTM/sales	active	Clari integration	normal			unknown	unknown
Trigger.dev	ext:L1	kp-infra.md	Framework for background jobs and AI workflows	L1	horizontal	general	active	$19M raised	normal			unknown	unknown
Triomics	YC W21	yc-2021-22.md	AI agents for oncology EHRs	L3	vertical	healthcare	active	$54.2M raised	high	deep	triomics	multi-step	unknown
Trope	YC S26	yc-2026.md	Agent-native ERP implementation	L3	vertical	finance	active	none visible	high	base	trope	unknown	unknown
TruEra	Menlo;Madrona	vc-us-b.md;vc-us-c.md	AI observability and LLM evaluation	L1	horizontal	general	acquired	Acquired by Snowflake 2024; Menlo investor	normal			unknown	unknown
Truewind	seed:L3;YC W23	kp-vertical-b.md;yc-2023.md	AI bookkeeping and finance agents for startups	L3	vertical	finance/accounting	active	none visible	normal			unknown	unknown
truffle	YC S26	yc-2026.md	AI-native back office for restaurants	L3	vertical	restaurants	active	none visible	high	base	truffle	multi-step	unknown
Truffle AI	YC W25	yc-2025.md	Computer-use cloud infrastructure, AWS for AI agents	L1	horizontal	general	active	none visible	high	base	truffle-ai	multi-step	unknown
Trullion	ext:L3	kp-vertical-b.md	AI automating lease accounting and audit workflows	L3	vertical	finance/accounting	active	$30M raised (2022-23)	high	deep	trullion	multi-step	unknown
Trunk Tools	seed:L3;Insight	kp-vertical-b.md;vc-us-b.md	AI agents automating construction workflows from documents	L3	vertical	construction	active	$40M Series B led by Insight (Jul 2025)	high	deep	trunk-tools	multi-step	unknown
Truth Systems	YC S25	yc-2025.md	Real-time governance agents blocking risky AI behavior	L1	horizontal	general	active	none visible	high	base	truth-systems	single-turn	unknown
Truva	YC S22	yc-2021-22.md	AI agents handling B2B sales busywork	L3	vertical	GTM and sales	acquired	team 23	normal			unknown	unknown
Tusk	YC W24	yc-2024.md	AI agent that generates unit and integration tests	L3	vertical	software engineering	active	$130K Seed	high	base	tusk	unknown	unknown
Twilio AI Assistants	ext:L5	kp-suites.md	Voice and messaging agent building on Twilio	L5	vertical	customer service	active	none visible	normal			unknown	unknown
Twin	seed:X	kp-infra.md	No-code computer-use agents that operate browsers (Paris)	X	horizontal	general	active	$13M raised	normal			unknown	unknown
Twin A1	ext:L3	kp-vertical-b.md	Digital AI twins for lawyers	L3	vertical	legal	active	$20M seed; Linklaters, Orrick, Dechert signed (Aug 2026)	high	deep	twin-a1	multi-step	per-agent
Twine	YC S23	yc-2023.md	AI text-message receptionist booking services	X	vertical	home services	active	none visible	normal			unknown	unknown
Two Dots	YC S22	yc-2021-22.md	AI fraud prevention and underwriting agent	L3	vertical	fintech	active	team 18	normal			unknown	unknown
UiPath Agentic Automation	ext:L5	kp-suites.md	RPA suite repositioned around agents and Agent Builder	L5	horizontal	general	active	Merck, One NZ, The Very Group wins	high	deep	uipath-agentic-automation	long-horizon	usage
UKG AI Agents	ext:L5	kp-suites.md	Payroll and HR agents in UKG suites	L5	vertical	HR	active	UKG base of 80,000 organizations; uptake undisclosed	normal			unknown	unknown
Undermind	YC S24	yc-2024.md	An AI agent for scientific research	L3	vertical	scientific research	active	none visible	high	deep	undermind	multi-step	per-seat
Unframe AI	Bessemer	vc-us-b.md	Turnkey outcome-based custom AI agents for enterprises	L2	horizontal	general	active	$100M TCV in 12 months; $50M Ser B 2026	high	deep	unframe-ai	persistent	unknown
Unify	seed:L3;Battery	kp-vertical-b.md;vc-us-b.md	Warm outbound platform with AI prospecting agents	L3	vertical	GTM/sales	active	$40M Series B (Jul 2025)	high	deep	unify	multi-step	usage
UnifyApps	Elevation	vc-in.md	Enterprise AI agents on unified app integration platform	L2	horizontal	general	active	$20M Series A 2024	high	base	unifyapps	unknown	unknown
Uniphore	ext:L3	kp-vertical-a.md	AI agents for enterprise contact centers	L3	vertical	customer service	active	$260M Series F from NVIDIA and AMD (2025)	high	deep	uniphore	long-horizon	platform+subscription
Unique	ext:L3	kp-vertical-b.md	AI platform for wealth management	L3	vertical	finance/accounting	active	reported $30M Series A	normal			unknown	unknown
Unit21	seed:L3	kp-vertical-b.md	Agentic AI for fraud and AML case management	L3	vertical	finance/accounting	active	$34M Series B (2022); quiet since	normal			unknown	unknown
Unitary	Plural	vc-eu.md	Blended AI agent and human teams for high-volume operations	L3	vertical	customer service	active	$15M Series A, 2023	normal			unknown	unknown
Uniti	ext:L3	kp-vertical-b.md	Agentic AI layer for real estate operators	L3	vertical	real estate	active	$12M Series A (Jul 2026)	normal			unknown	unknown
unSurvey	YC W21	yc-2021-22.md	AI-led market research interviews with instant insights	L3	vertical	market research	acquired	acquired	normal			unknown	unknown
Unthread	YC S22	yc-2021-22.md	agentic IT, HR, and CX service management in Slack	L3	vertical	IT	active	$3M Aug 2024	normal			unknown	unknown
Uplane	YC F25	yc-2025.md	Replaces marketing agencies with autonomous AI campaigns	L3	vertical	marketing	active	none visible	high	base	uplane	unknown	unknown
Uplinq	ext:L3	kp-vertical-b.md	AI-powered bookkeeping automation	L3	vertical	finance/accounting	active	$10M Series A (May 2025)	normal			unknown	unknown
Validio	Plural	vc-eu.md	Agentic data management automating observability and quality	L1	horizontal	general	active	$30M Series A led by Plural, Mar 2026	high	deep	validio	persistent	other
VantedgeAI	YC W22	yc-2021-22.md	agent marketplace scaling investing workflows	L3	vertical	finance	active	team 11	normal			unknown	unknown
Vantel	YC W25	yc-2025.md	AI platform automating policy comparison for insurance brokerages	L3	vertical	insurance	active	none visible	high	base	vantel	unknown	unknown
Vapi	seed:X;Bessemer;YC W21	kp-infra.md;vc-us-b.md;yc-2021-22.md	Voice AI platform for enterprise phone agents	X	horizontal	general	active	$50M Series B at $500M (2026); 1B calls	high	deep	vapi	multi-step	usage
Varos	YC S21	yc-2021-22.md	AI business analysts gathering requirements and optimizing processes	L3	horizontal	general	active	none visible	normal			unknown	unknown
VectorShift	YC S23	yc-2023.md	No-code platform for AI assistants and automations	L2	horizontal	general	active	$3M seed	normal			unknown	unknown
Veeva AI Agents	ext:L5	kp-suites.md	Life-sciences agents for Vault CRM and PromoMats	L5	vertical	life sciences	active	available December 2025; uptake undisclosed	normal			unknown	unknown
Vellum	seed:L2	kp-platforms.md	Platform for developing, testing, and deploying LLM applications and agents	L2	horizontal	general	active	$20M Series A Jul 2025	high	base	vellum	unknown	unknown
Venta AI	YC S23	yc-2023.md	AI sales employee for compliant EU outreach	L3	vertical	sales	active	none visible	normal			unknown	unknown
Venu AI	YC W21	yc-2021-22.md	automates conference production to meet qualified sales leads	L3	vertical	GTM and sales	active	$125K raised	normal			unknown	unknown
Vercel AI SDK	seed:L2	kp-platforms.md	TypeScript SDK with agent abstractions for AI applications	L2	horizontal	general	active	v5 with agent abstractions; major TS ecosystem adoption	high	deep	vercel-ai-sdk	long-horizon	unknown
Verdant	YC S26	yc-2026.md	AI-native planning and permitting for local gov	L3	vertical	government	active	none visible	high	base	verdant	multi-step	usage
Veria Labs	YC F25	yc-2025.md	Continuous AI pentesting agents finding and fixing vulnerabilities	L3	vertical	security	active	none visible	high	base	veria-labs	unknown	unknown
Verint Da Vinci Agents	ext:L5	kp-suites.md	CX automation bots evolving into Da Vinci agents	L5	vertical	customer service	active	none visible	normal			unknown	unknown
Vestris	YC S26	yc-2026.md	AI native platform for real estate closings	L3	vertical	real estate	active	none visible	high	base	vestris	unknown	unknown
Vetnio	YC W25	yc-2025.md	AI automating administrative work for veterinary practices	L3	vertical	healthcare	active	none visible	high	base	vetnio	unknown	unknown
Vibe	YC S24	yc-2024.md	Making everyone a software engineer	L3	vertical	software engineering	active	none visible	high	base	vibe	unknown	unknown
Vibe Kanban	YC S21	yc-2021-22.md	planning and review platform for AI coding agents	L2	horizontal	general	active	open source	normal			unknown	unknown
Vibrant Labs	YC W24	yc-2024.md	RL environments for long horizon AI Agents	L1	horizontal	general	active	$2.5 Mn pre-seed funding; Heavybit portfolio	high	base	vibrant-labs	long-horizon	unknown
Vic.ai	seed:L3	kp-vertical-b.md	Autonomous accounts payable and invoice processing	L3	vertical	finance/accounting	active	no 2025-26 news surfaced	normal			unknown	unknown
Viktor	Accel	vc-us-a.md	AI coworker for teams that performs tasks across 3,000+ workplace tools	L3	vertical	general	active	$15 million revenue run rate, 2,000+ organizations	high	deep	viktor	persistent	unknown
Vivun	gtm:sol	gtm-carry.md	Presales workflow veteran pivoted to AI teammates on a Sales Reasoning Model	L3	vertical	GTM/sales	pivoted	Hero and Ava teammates shipped	normal			unknown	unknown
Vocode	YC W23	yc-2023.md	Open-source platform for building voice agents	X	horizontal	general	active	none visible	normal			unknown	unknown
Vogent	YC S21	yc-2021-22.md	platform for building voice AI agents	X	horizontal	general	acquired	$2M seed 2022	normal			unknown	unknown
Voiceflow	seed:L2	kp-platforms.md	Collaborative platform for designing and deploying chat and voice agents	L2	horizontal	general	active	~$38M raised through 2024; Voiceflow Core model Jul 2026	normal			unknown	unknown
Voicepanel	YC W24	yc-2024.md	AI agents for customer research	L3	vertical	market research	active	Raised $2.4M	high	deep	voicepanel	multi-step	unknown
Voker	YC S24	yc-2024.md	Analytics for AI Agents	L1	horizontal	general	active	$2.2M pre-seed	high	base	voker	multi-step	unknown
Vooma	seed:L3	kp-vertical-b.md	AI agents for freight quoting and shipment workflows	L3	vertical	logistics	active	$16.6M seed and Series A (Dec 2024)	normal			unknown	unknown
VortexifyAI	YC F24	yc-2024.md	Build AI applications and automations for supply chain operations	L2	vertical	logistics	active	none visible	high	base	vortexifyai	unknown	unknown
VoxOps	YC W24	yc-2024.md	AI Voice AI for Automotive	X	vertical	automotive	active	none visible	high	base	voxops	unknown	unknown
Vultron	gtm:rfp	gtm-carry.md	Agentic operating system for federal growth: capture intelligence and proposal automation	L3	vertical	GTM/sales	active	none visible	normal			unknown	unknown
Warp	ext:L3	kp-vertical-a.md	Agentic AI terminal and development environment	L3	vertical	software engineering	active	Repositioned as agentic dev environment (2025)	normal			unknown	unknown
Wattson Health	YC S23	yc-2023.md	AI voice and SMS agents for healthcare tasks	X	vertical	healthcare	active	none visible	normal			unknown	unknown
Weekday	YC W21	yc-2021-22.md	AI recruiter running outbound sourcing campaigns	L3	vertical	HR and recruiting	active	$2.3M raised	normal			unknown	unknown
WeReno	YC W22	yc-2021-22.md	AI owner's representative for construction and renovations	L3	vertical	construction	active	none visible	normal			unknown	unknown
WhyLabs	Madrona	vc-us-c.md	AI observability platform	L1	horizontal	general	active	$10M Ser A, Madrona-led seed	normal			unknown	unknown
Wideframe	YC W26	yc-2026.md	AI coworker for video editors to ship video faster	L3	vertical	video production	active	none visible	high	deep	wideframe	multi-step	per-seat
Windmill	YC S22	yc-2021-22.md	open-source workflow engine turned agent infrastructure	L1	horizontal	general	active	open source	normal			unknown	unknown
Windsurf	General Catalyst	vc-us-b.md	Agentic AI code editor and enterprise coding platform	L3	vertical	software engineering	acquired	$150M Ser C 2025 GC-led; acquired by Cognition 2025	high	deep	windsurf	unknown	per-seat
winfunc	YC S24	yc-2024.md	ai-native security engineering for mission critical codebases	L3	vertical	software engineering	active	none visible	high	base	winfunc	unknown	unknown
Wipro	seed:L4	kp-infra.md	Indian SI with agentic AI delivery platform	L4	horizontal	general	active	WEGA agentic platform	high	deep	wipro	long-horizon	unknown
WisdomAI	Coatue	vc-us-b.md	Agentic data insights platform	L2	horizontal	general	active	$23M launch 2025, Coatue-backed	normal			unknown	unknown
Wisedocs	ext:L3	kp-vertical-b.md	AI reviewing medical records for claims	L3	vertical	insurance	active	CAD 12.7M Series A (2024)	normal			unknown	unknown
WizCommerce	Peak XV, Z47, Blume	vc-in.md	AI sales enablement platform for B2B wholesale and distribution	L3	vertical	GTM/sales	active	$8M Series A led by Peak XV 2025	normal			unknown	unknown
Wolfia	YC S22	yc-2021-22.md	AI agent answering security, legal, and sales questions	L3	horizontal	general	active	$1M raised	normal			unknown	unknown
Wolters Kluwer AI Agents	ext:L5	kp-suites.md	Tax and accounting agents embedded in CCH Axcess	L5	vertical	tax and accounting	active	OpenAI collaboration expanded June 2026	normal			unknown	unknown
Wonderful	Index, Insight, Bessemer;IVP	vc-us-b.md;vc-us-c.md	Localized enterprise AI agents across voice, chat, and email	L3	vertical	customer service	active	$100M Ser A 2025; $150M Ser B 2026; 30 markets	high	deep	wonderful	persistent	unknown
